signal_1;signal_2
1448381678392;37.8
1448381678472;38.3
1448381678542;37.9
1448381678612;37.3
1448381678682;38.5
1448381678752;37.9
1448381678822;38.2
1448381678892;37.8
1448381678972;37.8
1448381679053;37.6
1448381679122;37.8
1448381679192;37.4
1448381679281;37.6
1448381679352;37.7
1448381679432;38.6
1448381679532;38.4
1448381679612;37.8
1448381679682;38.1
1448381679752;38.5
1448381679822;37.9
1448381679892;38.2
1448381679962;38.3
1448381680032;38.8
1448381680102;37.7
1448381680172;37.9
1448381680242;38.0
1448381680322;37.9
1448381680402;38.6
1448381680472;38.4
1448381680512;39.0
1448381680540;38.3
1448381680582;37.9
1448381680652;38.0
1448381680722;38.5
1448381680792;38.0
1448381680862;38.0
1448381680932;38.2
1448381681002;38.3
1448381681072;38.9
1448381681143;37.9
1448381681212;38.7
1448381681281;38.4
1448381681352;38.3
1448381681422;38.8
1448381681492;38.2
1448381681562;38.6
1448381681642;39.1
1448381681722;38.7
1448381681802;38.6
1448381681872;38.8
1448381681912;39.0
1448381681942;39.2
1448381681970;38.1
1448381682012;39.2
1448381682082;38.5
1448381682152;39.0
1448381682222;38.3
1448381682301;38.6
1448381682372;38.9
1448381682442;38.4
1448381682513;38.5
1448381682582;38.4
1448381682662;38.6
1448381682741;38.8
1448381682812;38.8
1448381682882;38.4
1448381682952;39.1
1448381683022;39.4
1448381683092;39.4
1448381683162;38.6
1448381683233;39.5
1448381683302;38.5
1448381683373;39.5
1448381683462;39.3
1448381683542;38.8
1448381683612;39.0
1448381683681;39.4
1448381683752;38.8
1448381683822;38.8
1448381683893;38.8
1448381683973;39.2
1448381684052;38.5
1448381684122;38.9
1448381684193;39.1
1448381684272;38.9
1448381684342;38.8
1448381684412;39.6
1448381684483;39.4
1448381684512;39.7
1448381684582;39.0
1448381684662;39.0
1448381684732;38.8
1448381684803;39.1
1448381684872;38.8
1448381684942;38.8
1448381685012;38.9
1448381685082;39.6
1448381685153;39.1
1448381685222;38.8
1448381685292;39.2
1448381685362;39.2
1448381685432;39.5
1448381685502;39.3
1448381685573;39.5
1448381685672;39.7
1448381685742;39.2
1448381685811;39.2
1448381685883;39.7
1448381685952;39.0
1448381686023;39.4
1448381686103;39.1
1448381686183;39.3
1448381686252;39.5
1448381686332;39.9
1448381686402;39.2
1448381686442;39.5
1448381686469;39.4
1448381686512;39.5
1448381686603;39.8
1448381686702;39.2
1448381686742;40.1
1448381686771;39.5
1448381686812;40.4
1448381686883;39.6
1448381686963;39.1
1448381687033;39.7
1448381687102;39.5
1448381687172;39.8
1448381687242;39.3
1448381687312;39.6
1448381687382;39.6
1448381687452;39.8
1448381687523;39.6
1448381687593;39.3
1448381687662;39.7
1448381687732;39.8
1448381687802;40.2
1448381687872;39.7
1448381687953;40.5
1448381688022;40.3
1448381688092;39.5
1448381688173;39.6
1448381688242;39.8
1448381688312;39.4
1448381688382;39.9
1448381688452;39.8
1448381688523;40.1
1448381688592;40.4
1448381688662;39.8
1448381688733;39.6
1448381688802;40.2
1448381688872;39.7
1448381688943;39.6
1448381689012;39.7
1448381689082;40.3
1448381689152;39.6
1448381689222;39.5
1448381689302;40.2
1448381689372;40.4
1448381689412;40.2
1448381689482;40.4
1448381689582;39.8
1448381689623;39.9
1448381689692;40.8
1448381689762;39.9
1448381689832;39.7
1448381689912;39.7
1448381689992;40.1
1448381690072;40.1
1448381690152;39.9
1448381690232;39.7
1448381690302;40.6
1448381690372;40.8
1448381690442;39.9
1448381690531;40.1
1448381690622;39.7
1448381690672;40.7
1448381690752;40.5
1448381690832;40.1
1448381690902;40.9
1448381690972;39.9
1448381691052;40.6
1448381691122;40.7
1448381691192;40.4
1448381691262;41.4
1448381691332;40.3
1448381691403;40.3
1448381691443;40.7
1448381691466;40.2
1448381691532;40.2
1448381691622;40.3
1448381691702;41.0
1448381691793;41.1
1448381691862;40.7
1448381691942;40.2
1448381692012;40.9
1448381692082;40.4
1448381692172;40.1
1448381692253;40.8
1448381692321;40.6
1448381692402;40.2
1448381692483;40.6
1448381692552;41.2
1448381692622;40.3
1448381692692;40.4
1448381692762;40.4
1448381692833;41.1
1448381692902;40.5
1448381692972;41.2
1448381693042;40.7
1448381693122;40.4
1448381693192;40.9
1448381693232;40.8
1448381693259;40.5
1448381693302;40.6
1448381693382;40.6
1448381693462;40.5
1448381693531;40.7
1448381693602;40.6
1448381693672;40.8
1448381693742;40.8
1448381693832;40.5
1448381693912;40.7
1448381694002;40.5
1448381694082;40.5
1448381694152;41.5
1448381694233;40.8
1448381694312;41.2
1448381694382;41.6
1448381694452;41.6
1448381694522;41.0
1448381694592;40.9
1448381694662;41.4
1448381694742;40.6
1448381694812;41.0
1448381694851;41.4
1448381694879;41.2
1448381694922;40.8
1448381694992;41.1
1448381695062;40.8
1448381695133;40.9
1448381695203;40.8
1448381695272;41.0
1448381695362;41.1
1448381695452;41.1
1448381695522;41.0
1448381695592;41.1
1448381695672;40.9
1448381695742;42.0
1448381695812;40.9
1448381695892;41.1
1448381695962;40.8
1448381696032;41.9
1448381696112;41.6
1448381696182;41.1
1448381696252;41.2
1448381696322;41.7
1448381696392;41.0
1448381696472;41.4
1448381696542;41.4
1448381696612;41.6
1448381696682;42.1
1448381696752;41.4
1448381696782;41.1
1448381696862;41.2
1448381696952;41.5
1448381697022;41.8
1448381697102;41.2
1448381697172;41.2
1448381697242;42.1
1448381697311;41.2
1448381697392;41.7
1448381697472;42.2
1448381697543;41.4
1448381697612;41.8
1448381697682;41.2
1448381697753;41.5
1448381697822;41.2
1448381697912;41.8
1448381697983;41.4
1448381698051;41.9
1448381698122;41.8
1448381698202;41.5
1448381698282;41.9
1448381698362;41.7
1448381698433;42.1
1448381698482;41.5
1448381698552;41.4
1448381698632;41.5
1448381698702;42.5
1448381698782;41.6
1448381698823;41.9
1448381698892;41.9
1448381698962;41.7
1448381699032;42.8
1448381699112;42.5
1448381699182;41.7
1448381699252;41.6
1448381699321;42.3
1448381699392;42.2
1448381699473;42.5
1448381699551;41.7
1448381699622;42.1
1448381699693;41.7
1448381699763;42.1
1448381699832;41.8
1448381699863;41.9
1448381699932;41.7
1448381700012;42.0
1448381700082;42.1
1448381700152;42.0
1448381700222;42.2
1448381700292;41.8
1448381700361;42.2
1448381700442;42.6
1448381700522;42.5
1448381700603;42.0
1448381700672;42.3
1448381700752;41.8
1448381700832;41.9
1448381700873;42.0
1448381700942;42.5
1448381701031;42.1
1448381701102;42.0
1448381701142;42.3
1448381701170;42.3
1448381701212;43.0
1448381701282;41.9
1448381701352;42.9
1448381701422;42.7
1448381701492;42.2
1448381701561;42.1
1448381701652;42.3
1448381701732;42.1
1448381701802;42.1
1448381701882;42.2
1448381701922;42.3
1448381701992;42.7
1448381702062;42.5
1448381702142;42.1
1448381702222;43.1
1448381702292;42.3
1448381702361;43.0
1448381702432;42.6
1448381702502;42.2
1448381702573;42.0
1448381702642;42.5
1448381702712;42.0
1448381702782;43.2
1448381702862;42.2
1448381702943;42.7
1448381703012;43.0
1448381703092;42.5
1448381703172;42.3
1448381703241;42.1
1448381703311;42.1
1448381703392;42.8
1448381703462;42.5
1448381703542;42.6
1448381703632;43.1
1448381703703;42.5
1448381703772;42.5
1448381703842;42.9
1448381703911;42.3
1448381703982;42.5
1448381704063;42.7
1448381704143;43.1
1448381704222;42.5
1448381704293;42.9
1448381704363;43.0
1448381704443;42.8
1448381704512;43.2
1448381704582;42.8
1448381704661;42.6
1448381704742;42.3
1448381704812;42.6
1448381704882;43.1
1448381704952;42.5
1448381705023;43.1
1448381705112;42.9
1448381705182;42.9
1448381705262;42.8
1448381705332;42.7
1448381705412;42.8
1448381705492;43.4
1448381705562;43.0
1448381705632;42.7
1448381705684;42.8
1448381705752;42.8
1448381705822;42.8
1448381705893;42.9
1448381705963;43.1
1448381706003;43.2
1448381706072;42.8
1448381706152;43.2
1448381706222;43.7
1448381706292;43.0
1448381706362;43.6
1448381706432;43.7
1448381706502;43.7
1448381706572;43.0
1448381706622;43.9
1448381706692;42.9
1448381706772;43.0
1448381706842;42.9
1448381706922;43.7
1448381707002;43.6
1448381707042;43.1
1448381707112;43.0
1448381707182;43.5
1448381707252;43.5
1448381707331;42.9
1448381707403;43.2
1448381707473;43.1
1448381707563;43.9
1448381707652;43.8
1448381707723;42.9
1448381707802;43.1
1448381707883;43.6
1448381707962;43.5
1448381708042;43.2
1448381708083;43.5
1448381708152;43.6
1448381708232;44.1
1448381708302;43.4
1448381708373;43.6
1448381708452;43.7
1448381708542;43.7
1448381708622;43.1
1448381708692;43.1
1448381708762;43.5
1448381708832;43.4
1448381708903;43.5
1448381708972;43.9
1448381709052;43.1
1448381709092;43.4
1448381709163;43.8
1448381709253;43.4
1448381709332;43.6
1448381709412;44.2
1448381709483;43.2
1448381709552;44.5
1448381709623;43.9
1448381709692;44.2
1448381709762;43.9
1448381709832;43.9
1448381709902;43.9
1448381709972;43.9
1448381710042;43.5
1448381710112;43.5
1448381710182;43.6
1448381710252;44.2
1448381710322;43.7
1448381710392;43.9
1448381710462;44.1
1448381710542;44.1
1448381710612;44.2
1448381710682;43.7
1448381710752;43.5
1448381710823;43.5
1448381710902;43.5
1448381710971;44.1
1448381711042;44.3
1448381711112;43.7
1448381711192;44.1
1448381711272;44.1
1448381711342;43.9
1448381711422;43.7
1448381711512;44.4
1448381711592;43.5
1448381711672;43.6
1448381711752;44.3
1448381711832;44.3
1448381711912;43.7
1448381711982;44.8
1448381712052;44.4
1448381712122;44.4
1448381712192;43.9
1448381712262;43.7
1448381712333;43.9
1448381712412;44.1
1448381712492;43.8
1448381712562;44.2
1448381712642;44.5
1448381712722;43.8
1448381712792;44.3
1448381712862;44.9
1448381712932;43.9
1448381713002;44.9
1448381713082;45.0
1448381713153;45.1
1448381713222;43.9
1448381713292;44.2
1448381713362;44.3
1448381713442;43.7
1448381713512;44.5
1448381713582;44.4
1448381713652;45.1
1448381713722;44.4
1448381713802;44.6
1448381713882;43.9
1448381713952;44.3
1448381714022;45.1
1448381714093;44.8
1448381714163;44.6
1448381714233;44.4
1448381714302;44.2
1448381714372;44.3
1448381714442;44.3
1448381714511;44.2
1448381714541;45.3
1448381714591;43.9
1448381714663;44.1
1448381714732;44.3
1448381714802;45.3
1448381714882;45.2
1448381714952;44.4
1448381715022;44.6
1448381715102;45.1
1448381715172;44.6
1448381715242;44.6
1448381715312;44.8
1448381715383;44.4
1448381715452;45.5
1448381715481;45.0
1448381715506;44.8
1448381715572;44.2
1448381715662;44.9
1448381715732;44.9
1448381715802;44.3
1448381715873;44.5
1448381715942;45.1
1448381716012;44.4
1448381716082;43.7
1448381716152;44.4
1448381716182;44.8
1448381716210;44.3
1448381716252;43.8
1448381716322;43.7
1448381716412;43.8
1448381716492;44.1
1448381716563;43.4
1448381716642;43.4
1448381716712;43.5
1448381716782;43.6
1448381716862;42.7
1448381716942;42.8
1448381717032;42.7
1448381717112;43.7
1448381717182;42.6
1448381717252;42.7
1448381717342;43.1
1448381717422;42.3
1448381717502;42.6
1448381717583;43.2
1448381717662;43.1
1448381717732;41.9
1448381717801;42.8
1448381717872;42.8
1448381717942;42.3
1448381718013;42.5
1448381718092;42.9
1448381718162;41.8
1448381718232;42.1
1448381718262;41.7
1448381718332;42.0
1448381718412;42.1
1448381718482;41.8
1448381718561;42.3
1448381718632;41.2
1448381718703;41.2
1448381718773;41.5
1448381718842;41.2
1448381718932;41.1
1448381719012;41.6
1448381719083;41.1
1448381719163;41.0
1448381719242;41.9
1448381719283;41.1
1448381719362;41.1
1448381719442;41.2
1448381719512;41.0
1448381719582;41.6
1448381719652;40.6
1448381719721;40.5
1448381719762;41.0
1448381719790;41.8
1448381719862;40.7
1448381719953;40.8
1448381720022;41.2
1448381720092;41.0
1448381720163;41.0
1448381720233;40.3
1448381720302;40.8
1448381720372;40.6
1448381720443;40.4
1448381720532;40.3
1448381720612;40.6
1448381720682;39.9
1448381720752;40.5
1448381720823;40.5
1448381720892;39.6
1448381720962;39.9
1448381721042;40.1
1448381721112;40.2
1448381721182;40.7
1448381721262;40.3
1448381721332;40.6
1448381721403;40.3
1448381721471;40.6
1448381721543;39.9
1448381721612;39.5
1448381721682;39.7
1448381721752;40.1
1448381721822;39.9
1448381721902;39.3
1448381721972;39.6
1448381722042;39.8
1448381722112;39.8
1448381722182;39.8
1448381722252;39.4
1448381722322;39.7
1448381722352;39.1
1448381722422;39.7
1448381722503;39.7
1448381722572;39.3
1448381722642;40.1
1448381722712;39.2
1448381722782;40.1
1448381722852;39.1
1448381722923;39.3
1448381722992;39.2
1448381723063;39.1
1448381723133;39.7
1448381723202;38.9
1448381723272;39.3
1448381723343;39.0
1448381723382;39.1
1448381723462;39.8
1448381723542;39.1
1448381723612;39.1
1448381723693;38.6
1448381723772;38.7
1448381723842;38.6
1448381723912;39.1
1448381723982;38.9
1448381724052;38.8
1448381724132;38.6
1448381724202;38.5
1448381724272;38.8
1448381724343;38.4
1448381724412;39.0
1448381724493;38.7
1448381724573;39.3
1448381724641;38.7
1448381724712;38.6
1448381724792;38.6
1448381724863;38.3
1448381724932;38.5
1448381725002;38.3
1448381725072;38.6
1448381725142;38.2
1448381725212;38.2
1448381725282;38.1
1448381725352;38.4
1448381725423;38.5
1448381725492;39.0
1448381725562;38.5
1448381725632;38.4
1448381725702;37.9
1448381725772;38.0
1448381725842;37.8
1448381725913;38.2
1448381725982;37.9
1448381726052;38.8
1448381726131;38.2
1448381726201;38.0
1448381726272;38.0
1448381726342;37.9
1448381726412;38.4
1448381726442;38.0
1448381726512;37.7
1448381726593;37.9
1448381726662;37.9
1448381726732;37.7
1448381726802;37.6
1448381726872;38.2
1448381726912;38.5
1448381726940;38.1
1448381727022;37.4
1448381727123;38.4
1448381727192;37.9
1448381727272;38.0
1448381727352;37.4
1448381727432;38.1
1448381727472;37.4
1448381727543;37.3
1448381727622;38.0
1448381727662;37.8
1448381727732;38.2
1448381727813;37.4
1448381727882;37.4
1448381727952;38.4
1448381728022;37.2
1448381728092;37.0
1448381728132;37.0
1448381728202;37.1
1448381728282;37.1
1448381728352;37.6
1448381728422;37.2
1448381728462;37.3
1448381728486;37.4
1448381728552;37.6
1448381728632;37.1
1448381728701;37.7
1448381728772;37.3
1448381728842;37.2
1448381728912;37.2
1448381728991;37.9
1448381729073;38.0
1448381729142;36.9
1448381729212;37.0
1448381729282;36.8
1448381729352;37.6
1448381729422;37.9
1448381729492;37.1
1448381729532;36.8
1448381729602;36.9
1448381729673;37.8
1448381729743;36.5
1448381729812;36.8
1448381729882;37.4
1448381729952;36.7
1448381730023;36.6
1448381730092;36.7
1448381730162;36.3
1448381730232;36.5
1448381730302;36.4
1448381730377;36.9
1448381730442;37.3
1448381730512;36.5
1448381730542;36.7
1448381730612;37.2
1448381730692;36.6
1448381730763;36.7
1448381730832;36.5
1448381730872;36.9
1448381730901;36.4
1448381730929;36.8
1448381731002;37.1
1448381731093;36.6
1448381731163;36.9
1448381731242;36.5
1448381731323;36.3
1448381731392;36.7
1448381731462;36.3
1448381731542;36.7
1448381731612;36.0
1448381731702;37.2
1448381731772;36.2
1448381731851;36.8
1448381731932;36.8
1448381732012;36.3
1448381732082;36.5
1448381732152;36.4
1448381732232;36.4
1448381732302;36.1
1448381732373;36.5
1448381732441;36.0
1448381732512;36.3
1448381732582;36.2
1448381732622;36.6
1448381732693;36.6
1448381732772;36.6
1448381732842;36.0
1448381732922;36.4
1448381733002;36.5
1448381733072;36.1
1448381733112;36.3
1448381733141;36.1
1448381733182;35.8
1448381733253;36.4
1448381733332;35.9
1448381733412;35.9
1448381733492;35.8
1448381733562;35.7
1448381733652;35.8
1448381733752;36.1
1448381733822;36.2
1448381733892;36.0
1448381733932;36.1
1448381733961;36.4
1448381733990;36.0
1448381734032;35.7
1448381734102;36.7
1448381734182;35.8
1448381734262;36.0
1448381734332;35.6
1448381734401;35.6
1448381734483;35.7
1448381734562;35.8
1448381734631;36.3
1448381734702;35.4
1448381734772;35.8
1448381734842;35.5
1448381734922;36.1
1448381734993;36.0
1448381735063;35.5
1448381735132;35.8
1448381735202;35.3
1448381735272;36.1
1448381735342;35.8
1448381735422;35.9
1448381735502;35.7
1448381735583;35.6
1448381735662;35.3
1448381735742;35.4
1448381735833;36.1
1448381735912;36.0
1448381735983;35.2
1448381736052;35.2
1448381736132;35.8
1448381736212;35.3
1448381736292;35.4
1448381736372;35.7
1448381736442;35.8
1448381736522;35.7
1448381736592;35.9
1448381736662;35.2
1448381736732;35.3
1448381736802;35.3
1448381736872;35.1
1448381736942;35.9
1448381737011;35.2
1448381737082;35.0
1448381737152;35.0
1448381737222;35.0
1448381737292;34.8
1448381737363;35.2
1448381737432;35.3
1448381737502;34.9
1448381737571;34.9
1448381737642;35.2
1448381737682;34.9
1448381737752;34.7
1448381737833;34.9
1448381737912;35.0
1448381737982;34.7
1448381738052;34.6
1448381738132;34.9
1448381738203;34.9
1448381738273;35.5
1448381738342;35.3
1448381738412;34.9
1448381738483;35.6
1448381738552;35.2
1448381738632;35.2
1448381738712;35.2
1448381738792;35.1
1448381738862;34.9
1448381738933;35.2
1448381739012;35.6
1448381739082;34.6
1448381739152;35.0
1448381739242;35.3
1448381739332;34.6
1448381739402;34.8
1448381739473;34.7
1448381739543;34.5
1448381739612;35.0
1448381739692;34.5
1448381739732;34.6
1448381739803;35.3
1448381739883;34.6
1448381739952;34.6
1448381740022;35.2
1448381740092;34.7
1448381740162;35.3
1448381740232;35.4
1448381740312;34.4
1448381740394;35.0
1448381740462;35.0
1448381740532;34.7
1448381740602;34.6
1448381740672;34.6
1448381740752;34.3
1448381740822;34.4
1448381740892;34.4
1448381740962;34.7
1448381741032;34.4
1448381741102;34.6
1448381741171;34.3
1448381741242;34.2
1448381741322;34.7
1448381741392;34.9
1448381741462;35.2
1448381741543;34.2
1448381741612;34.6
1448381741682;34.1
1448381741755;34.1
1448381741822;34.1
1448381741892;34.7
1448381741972;34.4
1448381742042;34.3
1448381742112;34.7
1448381742182;34.4
1448381742252;34.4
1448381742331;34.9
1448381742403;34.9
1448381742472;34.7
1448381742541;33.9
1448381742612;34.1
1448381742682;34.6
1448381742752;34.1
1448381742782;33.9
1448381742862;34.9
1448381742952;34.1
1448381743023;34.5
1448381743092;34.2
1448381743163;33.7
1448381743232;33.7
1448381743302;33.7
1448381743382;34.4
1448381743453;34.4
1448381743522;33.7
1448381743592;33.6
1448381743663;33.7
1448381743742;34.5
1448381743812;33.7
1448381743882;34.5
1448381743952;33.6
1448381744022;33.7
1448381744093;34.6
1448381744172;33.8
1448381744252;34.6
1448381744322;34.1
1448381744392;33.5
1448381744463;33.5
1448381744532;33.9
1448381744602;33.5
1448381744672;33.5
1448381744752;33.6
1448381744842;34.0
1448381744912;34.5
1448381744982;34.2
1448381745063;34.0
1448381745132;33.3
1448381745202;34.0
1448381745272;33.6
1448381745342;33.6
1448381745412;33.5
1448381745492;33.6
1448381745562;33.9
1448381745632;34.0
1448381745712;33.7
1448381745782;33.3
1448381745852;33.3
1448381745922;33.4
1448381745992;33.2
1448381746062;33.7
1448381746132;33.7
1448381746202;33.9
1448381746273;33.5
1448381746343;33.2
1448381746412;33.6
1448381746483;33.3
1448381746562;33.2
1448381746642;34.0
1448381746722;33.6
1448381746792;34.0
1448381746862;33.1
1448381746932;33.2
1448381747002;33.7
1448381747072;33.4
1448381747142;32.9
1448381747222;33.0
1448381747302;32.9
1448381747373;33.1
1448381747442;33.3
1448381747512;33.4
1448381747582;33.5
1448381747662;33.5
1448381747732;32.9
1448381747812;33.3
1448381747892;33.4
1448381747962;33.3
1448381748032;33.4
1448381748102;33.3
1448381748173;33.1
1448381748243;33.5
1448381748312;33.3
1448381748393;32.9
1448381748462;33.3
1448381748532;33.0
1448381748612;33.7
1448381748682;32.9
1448381748752;32.8
1448381748822;33.4
1448381748892;32.8
1448381748962;32.6
1448381749033;33.4
1448381749102;33.0
1448381749172;33.0
1448381749252;32.8
1448381749332;32.7
1448381749402;33.2
1448381749482;32.7
1448381749572;32.9
1448381749642;33.3
1448381749712;32.9
1448381749791;33.1
1448381749862;32.8
1448381749903;32.6
1448381749926;32.7
1448381750002;33.5
1448381750092;33.3
1448381750162;33.4
1448381750232;33.4
1448381750302;32.8
1448381750372;32.9
1448381750452;33.0
1448381750532;33.1
1448381750602;32.6
1448381750673;33.0
1448381750742;33.1
1448381750812;32.6
1448381750882;32.6
1448381750952;32.8
1448381751023;32.8
1448381751102;32.5
1448381751172;33.2
1448381751243;33.3
1448381751322;33.4
1448381751392;32.9
1448381751462;32.4
1448381751492;33.1
1448381751562;32.4
1448381751642;32.6
1448381751712;32.3
1448381751782;32.5
1448381751852;33.1
1448381751922;32.7
1448381751962;32.4
1448381751987;32.2
1448381752053;33.1
1448381752133;32.3
1448381752203;32.6
1448381752283;32.9
1448381752362;32.6
1448381752432;32.3
1448381752502;32.5
1448381752582;32.3
1448381752651;32.1
1448381752723;32.2
1448381752802;32.7
1448381752873;32.1
1448381752943;32.2
1448381753022;32.0
1448381753092;32.5
1448381753162;32.0
1448381753242;32.1
1448381753332;32.6
1448381753413;33.0
1448381753482;32.3
1448381753552;32.6
1448381753632;32.1
1448381753722;31.9
1448381753802;32.3
1448381753872;31.9
1448381753942;32.2
1448381754022;31.9
1448381754102;32.1
1448381754173;32.0
1448381754242;32.6
1448381754322;32.2
1448381754402;32.0
1448381754482;31.9
1448381754552;31.9
1448381754622;32.2
1448381754703;31.9
1448381754782;32.3
1448381754863;31.9
1448381754932;31.9
1448381755003;31.7
1448381755032;31.8
1448381755102;32.4
1448381755182;32.3
1448381755252;32.1
1448381755323;31.9
1448381755392;31.8
1448381755463;31.7
1448381755532;32.3
1448381755602;32.1
1448381755672;31.8
1448381755742;32.6
1448381755811;32.4
1448381755882;31.9
1448381755952;31.7
1448381756023;31.9
1448381756102;32.0
1448381756192;31.6
1448381756262;31.7
1448381756342;31.7
1448381756412;32.6
1448381756482;31.7
1448381756562;31.7
1448381756633;32.3
1448381756702;31.5
1448381756772;32.4
1448381756842;31.3
1448381756912;32.4
1448381756992;31.4
1448381757072;31.6
1448381757142;32.2
1448381757223;31.6
1448381757292;32.5
1448381757363;31.5
1448381757441;31.9
1448381757522;31.4
1448381757592;31.4
1448381757662;32.0
1448381757731;32.4
1448381757801;31.3
1448381757872;32.0
1448381757943;31.4
1448381758022;31.4
1448381758092;31.4
1448381758163;31.6
1448381758242;31.4
1448381758322;31.9
1448381758402;31.5
1448381758471;31.7
1448381758542;31.7
1448381758612;31.6
1448381758682;31.3
1448381758752;31.6
1448381758822;31.4
1448381758892;32.0
1448381758962;31.4
1448381759042;31.1
1448381759112;31.2
1448381759182;32.2
1448381759253;31.6
1448381759322;31.2
1448381759392;31.5
1448381759462;31.4
1448381759542;31.5
1448381759622;32.1
1448381759692;31.2
1448381759762;32.1
1448381759833;31.4
1448381759902;31.5
1448381759972;31.2
1448381760042;31.7
1448381760112;31.2
1448381760152;31.9
1448381760223;31.7
1448381760292;31.7
1448381760362;31.4
1448381760432;31.2
1448381760502;31.7
1448381760572;32.1
1448381760643;31.2
1448381760722;31.2
1448381760793;31.7
1448381760862;31.3
1448381760932;31.7
1448381761002;31.0
1448381761072;31.0
1448381761142;31.3
1448381761172;31.2
1448381761242;31.2
1448381761322;31.2
1448381761392;31.2
1448381761462;31.5
1448381761532;31.8
1448381761612;31.2
1448381761682;30.7
1448381761752;31.2
1448381761822;31.0
1448381761892;30.9
1448381761962;31.5
1448381762032;31.1
1448381762112;30.8
1448381762192;31.0
1448381762262;31.3
1448381762332;31.0
1448381762402;30.9
1448381762472;31.2
1448381762542;30.9
1448381762613;31.0
1448381762682;31.6
1448381762752;31.0
1448381762842;30.9
1448381762923;31.0
1448381762992;31.2
1448381763063;31.1
1448381763133;31.1
1448381763212;31.5
1448381763282;31.0
1448381763362;31.7
1448381763442;30.8
1448381763511;30.8
1448381763592;31.2
1448381763633;31.2
1448381763701;31.2
1448381763782;31.6
1448381763851;31.1
1448381763923;31.4
1448381763992;30.8
1448381764063;31.3
1448381764132;31.5
1448381764212;31.1
1448381764292;30.6
1448381764372;30.9
1448381764452;31.1
1448381764532;30.8
1448381764602;31.6
1448381764672;30.6
1448381764752;30.7
1448381764822;30.4
1448381764892;30.8
1448381764972;30.9
1448381765053;30.9
1448381765122;30.5
1448381765202;31.1
1448381765232;31.4
1448381765302;30.7
1448381765401;31.2
1448381765483;31.3
1448381765562;30.8
1448381765643;30.6
1448381765722;30.6
1448381765802;30.8
1448381765872;30.9
1448381765952;30.8
1448381766021;30.7
1448381766062;30.7
1448381766090;30.6
1448381766132;30.7
1448381766202;30.6
1448381766282;30.6
1448381766363;30.4
1448381766442;30.4
1448381766512;30.6
1448381766582;30.7
1448381766652;30.5
1448381766732;30.5
1448381766822;30.7
1448381766892;31.2
1448381766962;30.2
1448381767043;30.8
1448381767112;30.3
1448381767182;31.1
1448381767252;30.4
1448381767332;30.9
1448381767362;30.6
1448381767432;30.7
1448381767513;30.3
1448381767582;30.5
1448381767662;30.7
1448381767743;31.2
1448381767813;30.4
1448381767883;30.2
1448381767962;30.8
1448381768042;30.3
1448381768123;30.8
1448381768193;30.7
1448381768262;30.1
1448381768342;30.3
1448381768382;31.0
1448381768452;30.4
1448381768533;30.5
1448381768602;30.2
1448381768682;30.3
1448381768762;30.2
1448381768832;30.4
1448381768902;30.9
1448381768972;31.0
1448381769042;30.4
1448381769112;30.2
1448381769183;30.1
1448381769252;30.6
1448381769323;30.6
1448381769392;30.3
1448381769462;30.4
1448381769532;30.9
1448381769602;31.1
1448381769672;30.2
1448381769752;30.3
1448381769842;30.1
1448381769911;30.0
1448381769982;30.7
1448381770062;30.2
1448381770132;30.1
1448381770202;30.9
1448381770282;30.3
1448381770352;30.4
1448381770422;30.7
1448381770461;30.0
1448381770532;30.0
1448381770612;30.4
1448381770682;30.3
1448381770752;30.0
1448381770835;30.0
1448381770912;30.0
1448381770982;30.1
1448381771053;30.2
1448381771122;29.9
1448381771212;30.1
1448381771292;29.9
1448381771362;30.0
1448381771432;30.5
1448381771473;30.1
1448381771542;30.0
1448381771622;30.0
1448381771703;29.9
1448381771783;30.1
1448381771862;30.1
1448381771932;29.9
1448381772003;29.8
1448381772083;30.0
1448381772153;30.0
1448381772222;30.6
1448381772292;30.3
1448381772362;30.2
1448381772442;29.9
1448381772482;30.6
1448381772512;29.9
1448381772538;30.0
1448381772602;29.8
1448381772692;29.7
1448381772772;29.9
1448381772842;30.4
1448381772912;30.1
1448381772992;30.0
1448381773062;29.8
1448381773132;30.4
1448381773212;30.4
1448381773292;30.0
1448381773363;30.6
1448381773433;29.8
1448381773502;30.2
1448381773571;29.8
1448381773642;30.2
1448381773722;29.8
1448381773802;29.9
1448381773872;30.6
1448381773942;29.9
1448381774012;30.0
1448381774093;29.4
1448381774162;30.0
1448381774202;30.4
1448381774232;29.6
1448381774272;29.9
1448381774342;30.3
1448381774432;29.9
1448381774466;29.7
1448381774490;30.3
1448381774533;29.6
1448381774602;29.5
1448381774682;30.3
1448381774762;29.5
1448381774834;29.8
1448381774902;29.6
1448381774973;29.4
1448381775042;30.2
1448381775112;29.7
1448381775182;30.0
1448381775262;30.1
1448381775342;29.6
1448381775422;30.2
1448381775502;30.4
1448381775542;29.9
1448381775612;29.8
1448381775692;29.9
1448381775762;29.4
1448381775842;29.3
1448381775911;30.3
1448381775982;29.6
1448381776062;29.9
1448381776132;29.4
1448381776202;30.1
1448381776272;29.8
1448381776342;29.7
1448381776412;29.9
1448381776482;29.7
1448381776552;29.7
1448381776582;29.5
1448381776651;29.7
1448381776732;29.5
1448381776802;29.9
1448381776872;29.6
1448381776941;29.7
1448381777022;30.1
1448381777102;29.1
1448381777172;29.5
1448381777252;29.6
1448381777332;29.4
