signal_1;signal_2
1448382341732;28.0
1448382341802;27.5
1448382341872;27.8
1448382341943;27.7
1448382342012;27.7
1448382342081;27.6
1448382342152;27.8
1448382342242;27.8
1448382342323;27.8
1448382342403;27.9
1448382342482;27.7
1448382342552;27.6
1448382342622;27.6
1448382342702;28.1
1448382342802;27.8
1448382342883;27.6
1448382342952;27.5
1448382343032;28.1
1448382343112;28.0
1448382343182;27.7
1448382343252;27.9
1448382343293;27.7
1448382343362;27.4
1448382343442;28.1
1448382343513;27.8
1448382343583;27.8
1448382343652;27.7
1448382343722;27.4
1448382343802;27.6
1448382343872;27.9
1448382343942;27.7
1448382344022;28.2
1448382344103;27.7
1448382344183;27.5
1448382344262;27.6
1448382344332;27.7
1448382344401;27.7
1448382344472;27.5
1448382344542;27.4
1448382344612;27.8
1448382344681;27.9
1448382344752;27.8
1448382344822;27.4
1448382344891;27.7
1448382344972;27.7
1448382345052;27.5
1448382345133;27.5
1448382345202;28.1
1448382345272;27.7
1448382345362;27.7
1448382345452;27.4
1448382345522;27.5
1448382345602;27.4
1448382345682;27.3
1448382345752;27.5
1448382345823;28.1
1448382345893;28.1
1448382345963;27.6
1448382346031;27.6
1448382346113;27.8
1448382346182;27.9
1448382346253;27.2
1448382346332;27.3
1448382346373;28.1
1448382346396;27.6
1448382346462;27.8
1448382346542;28.0
1448382346612;28.1
1448382346692;27.8
1448382346763;27.9
1448382346843;28.3
1448382346922;27.8
1448382346992;27.5
1448382347062;28.0
1448382347132;28.0
1448382347202;27.4
1448382347272;27.7
1448382347342;27.5
1448382347412;27.2
1448382347492;27.3
1448382347572;27.7
1448382347642;27.4
1448382347712;27.5
1448382347782;27.9
1448382347852;27.9
1448382347933;27.3
1448382348012;27.8
1448382348092;27.3
1448382348172;27.3
1448382348252;27.5
1448382348332;28.0
1448382348403;27.9
1448382348443;28.0
1448382348512;27.4
1448382348592;28.1
1448382348672;27.3
1448382348742;27.3
1448382348812;27.6
1448382348881;27.3
1448382348951;27.9
1448382349022;27.5
1448382349092;27.7
1448382349172;27.3
1448382349243;27.7
1448382349312;27.5
1448382349382;27.4
1448382349452;27.2
1448382349523;27.2
1448382349602;27.5
1448382349684;27.3
1448382349752;27.4
1448382349822;27.9
1448382349892;27.6
1448382349963;27.3
1448382350042;27.6
1448382350122;27.3
1448382350192;27.4
1448382350263;27.6
1448382350332;27.3
1448382350402;27.2
1448382350473;27.2
1448382350502;27.3
1448382350572;27.8
1448382350652;27.2
1448382350722;27.6
1448382350792;27.0
1448382350871;27.4
1448382350952;27.2
1448382351022;27.2
1448382351092;27.2
1448382351162;27.3
1448382351233;28.1
1448382351303;27.2
1448382351382;27.2
1448382351462;27.2
1448382351542;27.1
1448382351612;28.0
1448382351684;27.2
1448382351752;27.2
1448382351782;27.4
1448382351852;27.3
1448382351932;27.4
1448382352002;27.2
1448382352072;27.7
1448382352141;27.1
1448382352222;27.2
1448382352302;27.2
1448382352372;27.2
1448382352441;27.7
1448382352512;27.2
1448382352552;27.2
1448382352622;27.8
1448382352692;27.1
1448382352763;27.0
1448382352832;27.2
1448382352902;27.1
1448382352972;27.2
1448382353042;27.1
1448382353112;27.2
1448382353182;27.0
1448382353263;27.2
1448382353332;27.1
1448382353402;27.5
1448382353471;27.7
1448382353543;27.3
1448382353582;27.5
1448382353653;27.1
1448382353722;27.8
1448382353792;27.6
1448382353862;27.5
1448382353932;27.0
1448382354003;26.9
1448382354072;27.1
1448382354152;26.8
1448382354233;27.2
1448382354301;27.0
1448382354373;27.3
1448382354453;27.2
1448382354532;27.0
1448382354603;27.4
1448382354672;27.3
1448382354742;27.0
1448382354812;27.0
1448382354882;27.4
1448382354952;27.2
1448382355031;27.1
1448382355103;27.1
1448382355172;27.5
1448382355242;27.0
1448382355313;27.4
1448382355382;27.3
1448382355452;27.3
1448382355532;27.4
1448382355602;27.1
1448382355643;27.2
1448382355712;26.9
1448382355792;27.6
1448382355872;27.2
1448382355952;27.3
1448382356032;27.2
1448382356102;27.3
1448382356173;27.0
1448382356252;27.2
1448382356332;27.6
1448382356402;27.3
1448382356472;27.2
1448382356542;27.1
1448382356613;27.5
1448382356642;27.8
1448382356713;27.2
1448382356792;27.3
1448382356863;26.9
1448382356932;27.9
1448382356972;27.5
1448382357001;27.0
1448382357042;26.8
1448382357122;27.1
1448382357203;27.2
1448382357272;27.2
1448382357352;27.6
1448382357422;26.8
1448382357492;27.0
1448382357572;27.2
1448382357642;27.1
1448382357712;27.3
1448382357802;27.3
1448382357871;27.7
1448382357952;26.8
1448382358022;27.2
1448382358092;26.9
1448382358172;27.1
1448382358242;27.3
1448382358312;27.2
1448382358392;27.2
1448382358472;26.9
1448382358552;26.7
1448382358622;26.8
1448382358702;27.4
1448382358782;27.3
1448382358853;27.1
1448382358922;27.1
1448382358992;26.9
1448382359062;27.2
1448382359132;27.1
1448382359202;27.0
1448382359272;26.8
1448382359352;27.1
1448382359432;27.2
1448382359522;26.7
1448382359602;26.9
1448382359672;27.2
1448382359711;26.9
1448382359735;26.6
1448382359822;27.6
1448382359923;26.8
1448382359992;27.4
1448382360062;26.9
1448382360102;26.6
1448382360131;27.0
1448382360201;27.4
1448382360282;26.8
1448382360352;26.9
1448382360423;27.0
1448382360492;27.5
1448382360572;26.8
1448382360642;27.1
1448382360699;26.9
1448382360773;26.7
1448382360862;27.0
1448382360942;27.5
1448382361022;26.6
1448382361092;27.1
1448382361162;27.2
1448382361233;27.5
1448382361302;27.1
1448382361373;26.9
1448382361452;26.8
1448382361522;27.1
1448382361592;26.9
1448382361672;26.8
1448382361742;26.7
1448382361812;26.8
1448382361842;26.6
1448382361912;26.9
1448382361993;26.7
1448382362062;27.0
1448382362142;27.1
1448382362222;26.9
1448382362292;27.0
1448382362362;27.5
1448382362442;26.8
1448382362512;26.6
1448382362583;27.0
1448382362662;27.0
1448382362732;26.5
1448382362802;27.2
1448382362883;27.4
1448382362952;27.1
1448382363021;26.8
1448382363092;26.5
1448382363162;27.1
1448382363233;26.9
1448382363303;27.3
1448382363382;26.6
1448382363462;27.0
1448382363532;26.5
1448382363602;27.4
1448382363672;26.9
1448382363742;27.2
1448382363812;27.0
1448382363882;26.6
1448382363952;27.3
1448382364022;26.7
1448382364102;26.7
1448382364182;26.7
1448382364252;27.4
1448382364332;26.5
1448382364412;27.3
1448382364482;26.5
1448382364552;26.5
1448382364622;27.0
1448382364702;26.6
1448382364772;26.5
1448382364862;27.0
1448382364932;26.5
1448382365002;26.5
1448382365072;26.6
1448382365152;26.9
1448382365223;27.0
1448382365293;26.5
1448382365362;27.3
1448382365432;26.7
1448382365512;26.5
1448382365592;26.5
1448382365672;26.7
1448382365752;27.2
1448382365822;27.3
1448382365892;27.2
1448382365962;26.5
1448382366042;27.0
1448382366112;26.9
1448382366181;26.6
1448382366252;26.7
1448382366332;26.5
1448382366412;27.1
1448382366482;26.5
1448382366553;26.5
1448382366622;26.5
1448382366692;26.4
1448382366762;26.9
1448382366842;26.8
1448382366922;26.5
1448382366992;26.8
1448382367062;26.5
1448382367132;26.7
1448382367202;27.2
1448382367272;26.5
1448382367342;26.8
1448382367412;27.1
1448382367492;26.5
1448382367572;26.9
1448382367642;26.5
1448382367712;26.5
1448382367793;26.7
1448382367863;26.5
1448382367932;26.3
1448382368022;26.5
1448382368102;26.8
1448382368173;26.8
1448382368242;26.8
1448382368312;26.8
1448382368382;27.0
1448382368453;26.8
1448382368532;26.8
1448382368604;26.5
1448382368682;27.2
1448382368752;27.0
1448382368822;26.7
1448382368892;26.3
1448382368962;26.5
1448382369032;26.4
1448382369102;26.6
1448382369172;26.5
1448382369243;27.0
1448382369313;26.3
1448382369382;26.5
1448382369452;26.7
1448382369522;26.5
1448382369593;26.5
1448382369663;26.9
1448382369731;26.5
1448382369802;26.4
1448382369872;26.6
1448382369942;27.1
1448382370022;26.6
1448382370051;27.1
1448382370132;26.9
1448382370223;26.9
1448382370302;27.2
1448382370383;26.4
1448382370452;26.7
1448382370522;26.2
1448382370603;26.4
1448382370682;26.6
1448382370753;26.4
1448382370832;26.5
1448382370902;26.7
1448382370972;26.6
1448382371052;26.4
1448382371122;26.8
1448382371212;26.4
1448382371282;26.7
1448382371362;26.6
1448382371442;26.7
1448382371512;27.0
1448382371591;27.1
1448382371672;26.4
1448382371742;26.5
1448382371812;26.5
1448382371882;26.4
1448382371951;26.8
1448382372022;26.5
1448382372102;26.5
1448382372142;26.2
1448382372223;26.4
1448382372303;26.7
1448382372372;26.5
1448382372442;26.4
1448382372512;26.5
1448382372583;26.4
1448382372652;26.5
1448382372724;26.5
1448382372802;27.2
1448382372882;26.5
1448382372952;26.3
1448382373022;26.6
1448382373092;26.6
1448382373163;26.6
1448382373242;26.4
1448382373311;26.5
1448382373382;26.8
1448382373452;26.9
1448382373522;26.3
1448382373601;26.3
1448382373672;26.8
1448382373742;26.2
1448382373822;26.4
1448382373892;26.4
1448382373962;26.1
1448382374032;26.7
1448382374112;27.0
1448382374192;26.2
1448382374262;26.4
1448382374331;26.2
1448382374361;26.6
1448382374412;26.2
1448382374482;26.5
1448382374562;27.1
1448382374632;26.9
1448382374702;26.6
1448382374781;26.6
1448382374852;26.7
1448382374922;26.9
1448382375002;26.8
1448382375073;26.8
1448382375142;27.7
1448382375212;27.2
1448382375283;27.2
1448382375352;27.6
1448382375422;27.5
1448382375502;27.2
1448382375572;27.4
1448382375642;28.1
1448382375722;27.2
1448382375802;27.7
1448382375873;27.9
1448382375942;28.0
1448382376012;28.1
1448382376082;27.7
1448382376162;27.6
1448382376242;28.1
1448382376322;27.8
1448382376402;27.8
1448382376472;27.8
1448382376552;27.9
1448382376623;27.9
1448382376692;28.5
1448382376762;28.8
1448382376832;28.6
1448382376901;28.2
1448382376971;28.0
1448382377042;28.1
1448382377121;28.5
1448382377202;28.4
1448382377272;28.9
1448382377343;28.6
1448382377412;29.0
1448382377482;29.0
1448382377552;28.2
1448382377622;28.8
1448382377692;29.1
1448382377762;28.4
1448382377832;28.9
1448382377902;28.7
1448382377971;29.0
1448382378052;28.6
1448382378122;28.7
1448382378162;28.8
1448382378191;28.6
1448382378232;29.0
1448382378302;28.8
1448382378332;29.5
1448382378403;28.8
1448382378492;29.0
1448382378573;28.8
1448382378652;29.0
1448382378732;28.9
1448382378803;29.3
1448382378873;29.5
1448382378942;29.3
1448382378982;29.8
1448382379011;29.4
1448382379063;29.9
1448382379132;28.9
1448382379202;29.0
1448382379272;29.0
1448382379342;29.0
1448382379412;29.4
1448382379482;29.0
1448382379562;29.1
1448382379632;29.2
1448382379702;29.2
1448382379781;29.2
1448382379852;29.7
1448382379922;30.0
1448382380002;29.9
1448382380072;29.5
1448382380112;29.4
1448382380141;29.9
1448382380182;30.4
1448382380252;29.6
1448382380322;30.0
1448382380345;29.5
1448382380412;29.5
1448382380492;30.4
1448382380562;29.7
1448382380633;30.0
1448382380702;30.0
1448382380782;30.0
1448382380852;29.7
1448382380923;30.1
1448382380992;30.4
1448382381072;29.8
1448382381153;29.7
1448382381232;30.0
1448382381303;29.9
1448382381372;29.7
1448382381402;30.3
1448382381472;30.0
1448382381562;30.7
1448382381632;30.2
1448382381702;30.4
1448382381772;30.0
1448382381842;30.3
1448382381922;30.0
1448382381992;30.6
1448382382062;30.5
1448382382132;30.2
1448382382202;30.2
1448382382271;30.3
1448382382342;31.2
1448382382412;30.8
1448382382482;30.6
1448382382563;30.9
1448382382632;30.4
1448382382702;31.0
1448382382782;31.2
1448382382853;30.5
1448382382932;30.7
1448382383012;30.6
1448382383082;31.3
1448382383162;30.9
1448382383232;30.5
1448382383312;30.7
1448382383393;30.8
1448382383432;30.8
1448382383502;30.7
1448382383592;30.6
1448382383662;31.0
1448382383732;30.8
1448382383802;30.6
1448382383872;30.8
1448382383952;30.9
1448382384023;30.8
1448382384092;30.9
1448382384162;31.0
1448382384233;31.0
1448382384303;31.2
1448382384373;31.1
1448382384451;31.2
1448382384522;31.3
1448382384593;31.6
1448382384662;31.1
1448382384742;31.2
1448382384812;31.4
1448382384892;31.5
1448382384972;31.5
1448382385042;31.4
1448382385111;31.1
1448382385182;31.3
1448382385252;31.2
1448382385321;31.4
1448382385402;31.2
1448382385471;31.8
1448382385552;31.4
1448382385632;31.2
1448382385713;31.4
1448382385792;31.7
1448382385863;32.1
1448382385942;31.2
1448382386023;32.3
1448382386102;31.5
1448382386172;31.6
1448382386242;31.8
1448382386312;31.7
1448382386392;31.7
1448382386473;32.4
1448382386541;31.5
1448382386622;32.6
1448382386693;32.1
1448382386762;31.9
1448382386833;31.7
1448382386903;32.1
1448382386972;31.9
1448382387042;32.0
1448382387112;32.6
1448382387181;32.0
1448382387252;31.8
1448382387322;32.3
1448382387402;31.9
1448382387472;31.9
1448382387542;31.9
1448382387612;32.5
1448382387682;31.9
1448382387762;32.3
1448382387842;32.2
1448382387922;32.5
1448382387992;32.5
1448382388063;33.0
1448382388142;32.4
1448382388212;32.6
1448382388282;32.5
1448382388363;32.6
1448382388442;32.3
1448382388522;32.4
1448382388592;32.4
1448382388662;32.3
1448382388742;32.7
1448382388813;33.0
1448382388882;32.4
1448382388952;32.8
1448382389022;32.7
1448382389092;32.7
1448382389163;33.3
1448382389252;33.3
1448382389332;32.5
1448382389402;32.5
1448382389482;32.8
1448382389552;32.5
1448382389642;33.0
1448382389722;32.6
1448382389802;33.1
1448382389882;33.4
1448382389951;32.8
1448382390022;33.3
1448382390112;32.6
1448382390203;32.6
1448382390282;32.6
1448382390352;32.7
1448382390422;33.4
1448382390503;33.3
1448382390572;32.9
1448382390642;33.5
1448382390713;33.2
1448382390782;33.3
1448382390852;32.9
1448382390923;33.6
1448382391013;33.8
1448382391092;33.2
1448382391161;32.9
1448382391232;33.9
1448382391303;33.1
1448382391372;33.3
1448382391412;33.4
1448382391440;33.7
1448382391483;32.9
1448382391552;33.2
1448382391592;34.0
1448382391663;33.7
1448382391752;33.1
1448382391842;33.2
1448382391922;34.1
1448382391992;33.3
1448382392072;33.1
1448382392142;33.3
1448382392213;33.1
1448382392292;33.3
1448382392362;33.8
1448382392432;33.4
1448382392502;33.7
1448382392572;34.1
1448382392642;34.1
1448382392712;33.6
1448382392781;33.4
1448382392862;33.9
1448382392933;33.8
1448382393003;34.4
1448382393072;33.6
1448382393142;33.9
1448382393212;34.3
1448382393283;33.5
1448382393352;33.9
1448382393423;33.6
1448382393502;33.9
1448382393582;33.8
1448382393652;33.7
1448382393722;33.8
1448382393792;33.8
1448382393862;33.7
1448382393942;33.8
1448382394032;34.1
1448382394102;33.8
1448382394172;34.3
1448382394243;33.6
1448382394312;34.1
1448382394392;34.8
1448382394462;33.9
1448382394542;34.0
1448382394622;34.2
1448382394692;33.9
1448382394773;34.7
1448382394843;34.1
1448382394912;34.1
1448382394962;34.1
1448382394993;34.4
1448382395019;34.6
1448382395062;34.4
1448382395132;34.2
1448382395212;34.1
1448382395282;34.2
1448382395353;34.6
1448382395422;34.4
1448382395493;34.3
1448382395562;34.2
1448382395632;34.5
1448382395703;34.4
1448382395774;34.4
1448382395853;34.6
1448382395922;34.5
1448382396002;34.3
1448382396082;34.5
1448382396152;35.2
1448382396232;34.7
1448382396312;34.8
1448382396382;34.6
1448382396452;34.9
1448382396522;35.2
1448382396593;34.5
1448382396662;34.8
1448382396733;34.5
1448382396803;35.4
1448382396873;35.4
1448382396962;35.4
1448382397042;34.7
1448382397112;34.7
1448382397182;34.9
1448382397222;34.8
1448382397250;34.6
1448382397292;35.1
1448382397362;34.9
1448382397432;34.9
1448382397502;34.7
1448382397572;34.9
1448382397643;34.6
1448382397722;35.2
1448382397774;34.7
1448382397852;35.1
1448382397932;35.2
1448382398012;35.4
1448382398082;35.0
1448382398152;35.2
1448382398222;34.8
1448382398292;35.2
1448382398372;35.3
1448382398442;34.8
1448382398512;35.6
1448382398582;34.9
1448382398653;35.5
1448382398742;35.9
1448382398781;35.3
1448382398853;35.0
1448382398942;35.2
1448382399012;35.4
1448382399082;35.3
1448382399152;35.2
1448382399232;35.2
1448382399302;35.1
1448382399372;35.9
1448382399452;35.1
1448382399522;35.2
1448382399592;35.2
1448382399663;35.2
1448382399732;35.2
1448382399802;35.1
1448382399872;35.2
1448382399962;35.2
1448382400042;35.2
1448382400113;35.2
1448382400182;35.7
1448382400252;35.9
1448382400332;35.6
1448382400402;35.4
1448382400472;35.5
1448382400542;35.4
1448382400612;35.3
1448382400682;35.9
1448382400752;36.0
1448382400822;35.5
1448382400892;35.6
1448382400962;36.5
1448382401032;36.1
1448382401102;35.9
1448382401192;35.5
1448382401282;36.5
1448382401352;35.7
1448382401432;35.8
1448382401513;35.7
1448382401582;36.0
1448382401653;36.3
1448382401722;35.8
1448382401793;35.8
1448382401832;36.2
1448382401861;35.6
1448382401903;36.0
1448382401983;35.7
1448382402062;35.9
1448382402132;36.3
1448382402213;36.3
1448382402282;35.9
1448382402352;36.2
1448382402422;36.4
1448382402493;36.7
1448382402572;35.9
1448382402643;36.0
1448382402712;36.1
1448382402782;35.8
1448382402852;36.8
1448382402882;36.2
1448382402952;36.6
1448382403032;35.9
1448382403103;35.9
1448382403172;37.0
1448382403242;36.3
1448382403322;36.1
1448382403402;36.3
1448382403482;36.5
1448382403552;37.0
1448382403622;36.2
1448382403692;36.0
1448382403762;36.0
1448382403832;36.6
1448382403912;37.1
1448382403992;36.1
1448382404062;36.4
1448382404142;37.0
1448382404212;36.7
1448382404283;36.3
1448382404352;36.9
1448382404433;36.4
1448382404522;36.7
1448382404602;36.9
1448382404682;36.9
1448382404763;37.1
1448382404832;36.8
1448382404902;36.7
1448382404932;36.9
1448382405003;36.5
1448382405092;37.0
1448382405162;36.7
1448382405212;36.6
1448382405241;36.7
1448382405282;36.7
1448382405353;36.6
1448382405432;37.1
1448382405502;37.4
1448382405572;36.9
1448382405642;37.0
1448382405712;36.8
1448382405784;36.6
1448382405852;36.9
1448382405922;36.7
1448382405953;37.6
1448382406002;37.6
1448382406072;36.7
1448382406155;37.1
1448382406233;36.8
1448382406303;36.7
1448382406372;37.2
1448382406442;37.6
1448382406512;37.0
1448382406582;36.8
1448382406651;37.4
1448382406722;37.3
1448382406792;37.4
1448382406863;37.2
1448382406933;38.0
1448382406972;37.9
1448382407042;37.1
1448382407122;37.1
1448382407192;37.7
1448382407272;37.2
1448382407342;37.0
1448382407413;38.1
1448382407482;37.8
1448382407552;38.1
1448382407623;36.9
1448382407692;37.1
1448382407762;37.3
1448382407833;38.2
1448382407903;37.0
1448382407972;37.2
1448382408002;37.8
1448382408072;37.1
1448382408152;38.1
1448382408222;38.2
1448382408293;37.3
1448382408363;37.6
1448382408452;38.2
1448382408533;37.3
1448382408602;37.8
1448382408672;37.3
1448382408742;37.6
1448382408812;38.2
1448382408892;38.2
1448382408972;38.3
1448382409062;37.4
1448382409153;37.9
1448382409222;37.8
1448382409293;37.7
1448382409363;37.8
1448382409432;37.7
1448382409502;37.7
1448382409583;38.1
1448382409652;37.7
1448382409723;37.4
1448382409792;37.9
1448382409862;37.8
1448382409942;38.1
1448382410021;38.3
1448382410052;38.1
1448382410081;38.1
1448382410122;38.2
1448382410193;38.0
1448382410272;37.9
1448382410352;38.1
1448382410432;38.1
1448382410502;38.1
1448382410572;37.8
1448382410652;38.1
1448382410733;38.1
1448382410802;37.6
1448382410882;38.1
1448382410963;38.1
1448382411032;37.7
1448382411102;38.6
1448382411173;37.9
1448382411242;38.7
1448382411312;38.1
1448382411382;38.2
1448382411452;38.4
1448382411522;38.4
1448382411593;38.0
1448382411663;38.4
1448382411742;38.7
1448382411772;38.1
1448382411841;38.3
1448382411922;37.9
1448382411992;38.5
1448382412072;38.1
1448382412112;38.1
1448382412141;39.1
1448382412182;38.3
1448382412252;38.3
1448382412322;38.8
1448382412392;38.6
1448382412463;38.3
1448382412532;38.1
1448382412612;38.7
1448382412682;38.2
1448382412753;38.2
1448382412822;38.8
1448382412892;38.8
1448382412962;38.6
1448382413032;38.6
1448382413102;38.4
1448382413142;38.4
1448382413213;38.5
1448382413293;38.9
1448382413362;38.5
1448382413443;38.4
1448382413513;39.1
1448382413583;38.8
1448382413652;38.7
1448382413723;38.6
1448382413793;38.4
1448382413862;38.6
1448382413932;38.7
1448382414002;38.5
1448382414082;38.8
1448382414152;39.1
1448382414192;38.7
1448382414262;39.3
1448382414342;39.2
1448382414412;39.1
1448382414481;38.6
1448382414552;39.6
1448382414622;38.8
1448382414692;38.7
1448382414762;39.5
1448382414832;39.1
1448382414902;39.2
1448382414982;38.9
1448382415052;38.8
1448382415122;38.9
1448382415192;39.2
1448382415272;39.3
1448382415352;38.8
1448382415422;39.7
1448382415493;39.2
1448382415563;38.7
1448382415632;39.0
1448382415702;39.4
1448382415781;39.2
1448382415862;39.2
1448382415932;39.5
1448382416002;39.3
1448382416083;39.8
1448382416152;38.9
1448382416222;40.1
1448382416292;38.9
1448382416362;39.5
1448382416432;39.1
1448382416502;39.2
1448382416582;39.2
1448382416652;39.4
1448382416722;39.1
1448382416802;39.5
1448382416872;39.7
1448382416942;39.3
1448382417012;39.4
1448382417082;40.4
1448382417152;39.5
1448382417222;39.8
1448382417293;39.2
1448382417362;39.9
1448382417433;39.2
1448382417502;39.3
1448382417573;39.7
1448382417642;39.5
1448382417712;39.6
1448382417783;39.3
1448382417862;39.2
1448382417942;39.5
1448382418012;39.9
1448382418082;40.3
1448382418152;39.6
1448382418222;39.4
1448382418252;39.9
1448382418332;40.2
1448382418422;39.5
1448382418492;39.5
1448382418562;40.5
1448382418633;40.7
1448382418713;39.6
1448382418783;39.8
1448382418852;39.7
1448382418922;39.9
1448382418992;39.8
1448382419062;40.1
1448382419132;40.3
1448382419202;39.7
1448382419272;40.4
1448382419353;39.9
1448382419422;39.9
1448382419492;39.7
1448382419573;40.7
1448382419642;40.8
1448382419722;40.5
1448382419803;40.4
1448382419872;40.8
1448382419942;39.6
1448382420012;39.7
1448382420092;39.9
1448382420162;39.8
1448382420231;40.1
1448382420302;39.7
1448382420342;40.3
1448382420412;39.9
1448382420482;39.7
1448382420553;40.3
1448382420623;40.1
1448382420692;40.4
1448382420772;39.9
1448382420842;39.9
1448382420911;40.5
1448382420982;40.7
1448382421053;41.0
1448382421122;39.9
1448382421192;40.3
1448382421262;40.3
1448382421332;40.1
1448382421362;40.7
1448382421432;40.6
1448382421512;40.1
1448382421583;40.2
1448382421652;41.4
1448382421722;40.6
1448382421812;40.5
1448382421892;40.6
1448382421972;40.3
1448382422052;40.4
1448382422122;40.6
1448382422192;41.5
1448382422263;41.0
1448382422342;40.3
1448382422412;40.2
1448382422502;40.5
1448382422572;41.6
1448382422643;40.8
1448382422712;40.3
1448382422782;41.5
1448382422852;41.1
1448382422921;40.5
1448382423012;40.7
1448382423092;40.4
1448382423162;40.8
1448382423232;41.4
1448382423302;41.1
1448382423383;40.9
1448382423423;40.5
1448382423492;41.5
1448382423563;41.0
1448382423632;41.0
1448382423703;41.2
1448382423772;40.6
1448382423842;40.6
1448382423912;40.9
1448382423982;41.1
1448382424052;41.2
1448382424132;40.4
1448382424213;41.1
1448382424283;40.9
1448382424352;40.8
1448382424432;40.6
1448382424512;40.7
1448382424582;40.6
1448382424652;40.6
1448382424722;40.8
1448382424792;40.8
1448382424862;40.9
1448382424931;41.2
1448382425002;41.2
1448382425102;40.9
1448382425192;41.7
1448382425242;40.7
1448382425312;40.8
1448382425393;40.9
1448382425462;40.8
1448382425493;40.9
1448382425562;41.1
1448382425642;41.8
1448382425711;41.1
1448382425782;41.0
1448382425851;41.4
1448382425932;40.7
1448382426002;40.9
1448382426073;41.2
1448382426143;40.9
1448382426215;41.9
1448382426293;42.0
1448382426362;41.9
1448382426432;41.4
1448382426502;41.1
1448382426582;41.5
1448382426653;41.0
1448382426722;40.9
1448382426803;41.1
1448382426873;41.5
1448382426942;41.4
1448382427012;41.2
1448382427052;41.7
1448382427079;41.2
1448382427122;41.8
1448382427202;41.1
1448382427282;41.4
1448382427352;41.6
1448382427422;41.6
1448382427492;41.5
1448382427532;41.5
1448382427602;41.9
1448382427672;41.6
1448382427742;41.1
1448382427812;41.6
1448382427882;41.9
1448382427963;41.4
1448382428032;41.2
1448382428102;42.3
1448382428183;42.5
1448382428253;41.5
1448382428322;42.1
1448382428392;41.6
1448382428462;42.0
1448382428532;41.5
1448382428602;41.4
1448382428682;41.5
1448382428762;42.5
1448382428834;42.1
1448382428913;42.0
1448382428982;41.4
1448382429052;41.6
1448382429132;42.0
1448382429212;42.7
1448382429282;42.3
1448382429352;41.7
1448382429432;41.7
1448382429502;42.7
1448382429542;42.0
1448382429567;42.6
1448382429632;42.3
1448382429712;42.0
1448382429783;42.2
1448382429862;41.9
1448382429943;42.0
1448382430022;42.5
1448382430092;42.6
1448382430162;42.2
1448382430243;42.8
1448382430322;42.1
1448382430402;41.8
1448382430482;41.7
1448382430553;41.8
1448382430592;41.9
1448382430662;42.0
1448382430732;42.2
1448382430802;42.3
1448382430871;42.6
1448382430942;42.1
1448382431033;41.9
1448382431112;42.1
1448382431182;41.9
1448382431252;42.9
1448382431322;42.1
1448382431402;42.0
1448382431492;42.0
1448382431572;41.9
1448382431612;42.3
1448382431683;43.1
1448382431762;41.9
1448382431833;42.9
1448382431902;42.2
1448382431972;42.1
1448382432042;42.7
1448382432112;42.0
1448382432182;42.2
1448382432262;42.2
1448382432332;42.2
1448382432402;42.0
1448382432492;43.2
1448382432572;42.2
1448382432642;42.5
1448382432723;42.7
1448382432793;42.5
1448382432862;42.7
1448382432932;42.1
1448382432972;42.6
1448382433000;43.2
1448382433042;42.2
1448382433112;42.6
1448382433182;42.8
1448382433252;42.2
1448382433332;42.2
1448382433402;42.1
1448382433472;42.8
1448382433543;43.1
1448382433611;42.9
1448382433652;42.9
1448382433702;42.3
1448382433772;42.2
1448382433857;43.1
1448382433932;42.5
1448382434002;42.6
1448382434072;42.2
1448382434142;42.8
1448382434222;43.1
1448382434293;43.0
1448382434362;42.5
1448382434401;43.0
1448382434473;42.6
1448382434552;42.7
1448382434622;43.5
1448382434692;43.0
1448382434762;42.6
1448382434832;43.4
1448382434921;43.8
1448382434951;43.1
1448382435032;42.7
1448382435122;42.8
1448382435192;42.3
1448382435272;42.5
1448382435353;43.2
1448382435423;42.2
1448382435492;42.1
1448382435573;42.5
1448382435653;41.9
1448382435723;43.1
1448382435792;42.1
1448382435861;41.8
1448382435941;41.8
1448382436022;42.5
1448382436092;41.6
1448382436173;41.5
1448382436242;41.8
1448382436312;42.0
1448382436382;41.4
1448382436453;41.1
1448382436532;42.1
1448382436602;42.3
1448382436672;41.1
1448382436742;41.9
1448382436822;40.8
1448382436892;41.2
1448382436932;41.2
1448382436961;41.1
1448382437002;40.6
1448382437052;40.5
1448382437123;40.8
1448382437202;40.4
1448382437272;41.5
1448382437352;41.0
1448382437422;40.6
1448382437492;40.4
1448382437573;40.2
1448382437642;40.5
1448382437712;41.1
1448382437782;40.2
1448382437879;40.7
1448382437972;40.9
1448382438042;40.5
1448382438122;40.1
1448382438202;40.3
1448382438272;40.4
1448382438342;39.7
1448382438422;40.7
1448382438502;39.7
1448382438572;40.2
1448382438642;40.2
1448382438713;39.9
1448382438782;40.3
1448382438862;39.6
1448382438942;40.1
1448382439012;39.7
1448382439082;39.3
1448382439152;39.3
1448382439222;39.4
1448382439292;40.1
1448382439362;39.6
1448382439432;39.5
1448382439502;39.4
1448382439571;39.5
1448382439643;39.4
1448382439712;39.7
1448382439792;39.2
1448382439823;39.0
1448382439892;39.4
1448382439973;39.1
1448382440042;39.7
1448382440113;39.1
1448382440183;39.0
1448382440253;38.8
1448382440322;39.9
1448382440403;39.1
1448382440482;39.1
1448382440552;39.4
1448382440623;39.0
1448382440702;39.1
1448382440772;39.8
1448382440842;38.9
1448382440911;38.7
1448382440952;38.5
